x,f_ij,contrib_m
-1.848137535816619,-0.5147511,-0.36065498
-1.830945558739255,-0.51002777,-0.35734564
-1.813753581661891,-0.50527984,-0.35401908
-1.7965616045845272,-0.5005103,-0.3506773
-1.7793696275071633,-0.49572226,-0.34732264
-1.7621776504297995,-0.49091867,-0.34395707
-1.7449856733524356,-0.48610246,-0.34058264
-1.7277936962750715,-0.4812767,-0.3372015
-1.7106017191977076,-0.4764444,-0.3338158
-1.6934097421203438,-0.47160858,-0.33042765
-1.67621776504298,-0.46677214,-0.32703903
-1.659025787965616,-0.46193814,-0.32365215
-1.6418338108882522,-0.45710963,-0.3202691
-1.6246418338108883,-0.4522896,-0.31689203
-1.6074498567335243,-0.447481,-0.3135229
-1.5902578796561604,-0.44268686,-0.31016394
-1.5730659025787965,-0.4379102,-0.30681723
-1.5558739255014327,-0.43315405,-0.3034849
-1.5386819484240688,-0.42842132,-0.30016893
-1.521489971346705,-0.42371497,-0.29687148
-1.5042979942693409,-0.41903824,-0.29359478
-1.487106017191977,-0.41439348,-0.29034048
-1.4699140401146131,-0.40978047,-0.28710842
-1.4527220630372493,-0.4051969,-0.283897
-1.4355300859598854,-0.40064085,-0.28070486
-1.4183381088825215,-0.39611,-0.27753034
-1.4011461318051575,-0.3916024,-0.27437216
-1.3839541547277936,-0.38711601,-0.27122882
-1.3667621776504297,-0.38264844,-0.26809865
-1.3495702005730659,-0.3781978,-0.26498035
-1.332378223495702,-0.37376192,-0.2618724
-1.3151862464183381,-0.36933875,-0.25877336
-1.2979942693409743,-0.364926,-0.2556816
-1.2808022922636102,-0.36052173,-0.2525958
-1.2636103151862463,-0.35612378,-0.24951442
-1.2464183381088825,-0.35173008,-0.24643603
-1.2292263610315186,-0.34733844,-0.24335906
-1.2120343839541547,-0.34294677,-0.24028209
-1.1948424068767909,-0.33855298,-0.23720363
-1.1776504297994268,-0.334155,-0.23412222
-1.160458452722063,-0.32975066,-0.23103637
-1.143266475644699,-0.3253378,-0.22794455
-1.1260744985673352,-0.32091448,-0.2248454
-1.1088825214899714,-0.31647846,-0.22173734
-1.0916905444126075,-0.31202763,-0.21861891
-1.0744985673352434,-0.30755997,-0.21548869
-1.0573065902578795,-0.3030733,-0.21234515
-1.0401146131805157,-0.29856542,-0.20918676
-1.0229226361031518,-0.2940344,-0.20601214
-1.005730659025788,-0.28947797,-0.20281973
-0.9885386819484241,-0.28489417,-0.19960813
-0.9713467048710602,-0.2802808,-0.19637583
-0.9541547277936964,-0.27563578,-0.19312134
-0.9369627507163325,-0.27095693,-0.18984316
-0.9197707736389686,-0.26624224,-0.18653986
-0.9025787965616043,-0.2614895,-0.18320991
-0.8853868194842405,-0.25669673,-0.17985189
-0.8681948424068766,-0.25186175,-0.17646432
-0.8510028653295127,-0.24698238,-0.17304564
-0.8338108882521489,-0.24205661,-0.16959445
-0.816618911174785,-0.23708227,-0.16610923
-0.7994269340974212,-0.23205729,-0.16258852
-0.7822349570200573,-0.22697955,-0.15903087
-0.7650429799426934,-0.22184695,-0.15543476
-0.7478510028653296,-0.21665733,-0.15179871
-0.7306590257879657,-0.2114098,-0.14812209
-0.7134670487106018,-0.20610692,-0.14440666
-0.696275071633238,-0.20075162,-0.14065453
-0.6790830945558737,-0.19534701,-0.13686785
-0.6618911174785098,-0.18989608,-0.13304871
-0.644699140401146,-0.18440191,-0.12919928
-0.6275071633237821,-0.1788675,-0.12532166
-0.6103151862464182,-0.17329592,-0.121417984
-0.5931232091690544,-0.16769014,-0.11749036
-0.5759312320916905,-0.16205332,-0.11354097
-0.5587392550143266,-0.15638839,-0.1095719
-0.5415472779369628,-0.15069847,-0.105585314
-0.5243553008595989,-0.14498651,-0.101583295
-0.507163323782235,-0.13925563,-0.097568005
-0.4899713467048712,-0.1335088,-0.093541555
-0.47277936962750733,-0.1277491,-0.08950608
-0.455587392550143,-0.121979564,-0.08546372
-0.43839541547277916,-0.116203226,-0.081416585
-0.4212034383954153,-0.110423125,-0.077366814
-0.40401146131805143,-0.1046423,-0.073316544
-0.38681948424068757,-0.0988638,-0.0692679
-0.3696275071633237,-0.09309065,-0.065223
-0.35243553008595985,-0.08732589,-0.061183978
-0.335243553008596,-0.08157255,-0.057152957
-0.3180515759312321,-0.07583368,-0.05313208
-0.30085959885386826,-0.0701123,-0.049123455
-0.2836676217765044,-0.06441148,-0.045129236
-0.26647564469914053,-0.058734242,-0.041151535
-0.24928366762177667,-0.05308362,-0.037192486
-0.23209169054441237,-0.047462653,-0.033254214
-0.2148997134670485,-0.041874398,-0.02933886
-0.19770773638968464,-0.03632187,-0.025448542
-0.18051575931232078,-0.030808106,-0.021585379
-0.16332378223495692,-0.025336158,-0.017751515
-0.14613180515759305,-0.019909069,-0.013949082
-0.1289398280802292,-0.014529856,-0.010180192
-0.11174785100286533,-0.009201588,-0.006446997
-0.09455587392550147,-0.0039272793,-0.0027516074
-0.0773638968481376,0.0012900289,0.00090384536
-0.06017191977077374,0.0064473003,0.004517234
-0.04297994269340988,0.011541482,0.00808642
-0.02578796561604557,0.016569551,0.011609283
-0.00859598853868171,0.02152845,0.0150836855
0.008595988538682153,0.026415255,0.018507574
0.025787965616046016,0.031228857,0.021880174
0.04297994269340988,0.035970096,0.025202073
0.06017191977077374,0.040639866,0.0284739
0.0773638968481376,0.04523907,0.031696282
0.09455587392550147,0.049768575,0.034869835
0.11174785100286533,0.05422932,0.037995208
0.1289398280802292,0.05862216,0.041073006
0.14613180515759305,0.06294804,0.04410389
0.16332378223495692,0.067207806,0.04708845
0.18051575931232078,0.07140241,0.050027356
0.19770773638968508,0.075532705,0.052921206
0.21489971346704895,0.0795996,0.05577063
0.2320916905444128,0.08360398,0.05857626
0.24928366762177667,0.08754678,0.06133874
0.26647564469914053,0.09142886,0.064058684
0.2836676217765044,0.09525114,0.06673672
0.30085959885386826,0.09901452,0.069373496
0.3180515759312321,0.10271987,0.07196961
0.335243553008596,0.10636811,0.074525714
0.35243553008595985,0.109960124,0.077042416
0.3696275071633237,0.113496825,0.07952037
0.38681948424068757,0.11697908,0.08196017
0.40401146131805143,0.12040782,0.084362485
0.42120343839541574,0.12378394,0.08672793
0.4383954154727796,0.1271083,0.08905711
0.45558739255014347,0.13038187,0.0913507
0.47277936962750733,0.13360547,0.09360928
0.4899713467048712,0.13678002,0.0958335
0.507163323782235,0.13990647,0.09802401
0.5243553008595989,0.14298561,0.100181386
0.5415472779369628,0.14601845,0.10230631
0.5587392550143266,0.1490058,0.10439937
0.5759312320916905,0.15194863,0.10646123
0.5931232091690544,0.15484776,0.10849247
0.6103151862464182,0.15770417,0.110493794
0.6275071633237821,0.1605187,0.11246576
0.6446991404011464,0.16329226,0.11440902
0.6618911174785103,0.16602574,0.11632421
0.6790830945558741,0.16872007,0.11821196
0.696275071633238,0.17137611,0.12007289
0.7134670487106018,0.17399476,0.12190762
0.7306590257879657,0.17657694,0.1237168
0.7478510028653296,0.17912357,0.12550107
0.7650429799426934,0.18163542,0.12726097
0.7822349570200573,0.18411286,0.12899676
0.7994269340974212,0.18655612,0.1307086
0.816618911174785,0.18896544,0.13239667
0.8338108882521489,0.19134101,0.1340611
0.8510028653295132,0.19368306,0.13570201
0.868194842406877,0.1959918,0.13731961
0.8853868194842409,0.19826739,0.13891399
0.9025787965616048,0.20051011,0.14048533
0.9197707736389686,0.20272018,0.14203379
0.9369627507163325,0.20489776,0.14355949
0.9541547277936964,0.20704311,0.14506261
0.9713467048710602,0.20915642,0.14654328
0.9885386819484241,0.21123789,0.14800164
1.0057306590257884,0.21328776,0.14943784
1.0229226361031518,0.21530627,0.1508521
1.0401146131805161,0.21729356,0.15224448
1.0573065902578795,0.21924992,0.15361518
1.0744985673352438,0.22117549,0.15496431
1.0916905444126073,0.22307052,0.15629204
1.1088825214899716,0.22493525,0.15759854
1.126074498567335,0.22676985,0.15888394
1.1432664756446993,0.22857457,0.1601484
1.1604584527220627,0.23034963,0.16139208
1.177650429799427,0.23209521,0.16261509
1.1948424068767913,0.23381148,0.16381758
1.2120343839541547,0.23549876,0.16499975
1.229226361031519,0.23715723,0.16616175
1.2464183381088825,0.23878707,0.16730368
1.2636103151862468,0.24038847,0.16842568
1.2808022922636102,0.24196172,0.16952796
1.2979942693409745,0.24350701,0.17061065
1.315186246418338,0.24502455,0.17167391
1.3323782234957022,0.24651447,0.1727178
1.3495702005730656,0.2479771,0.17374258
1.36676217765043,0.24941261,0.17474835
1.3839541547277934,0.25082126,0.17573531
1.4011461318051577,0.2522032,0.17670354
1.418338108882522,0.25355864,0.17765322
1.4355300859598854,0.25488782,0.1785845
1.4527220630372497,0.256191,0.17949755
1.4699140401146131,0.25746828,0.18039247
1.4871060171919774,0.25871998,0.18126947
1.5042979942693409,0.2599463,0.18212867
1.5214899713467052,0.26114783,0.18297051
1.5386819484240686,0.2623261,0.18379605
1.5558739255014329,0.2634826,0.18460634
1.5730659025787963,0.26461893,0.1854025
1.5902578796561606,0.26573667,0.18618563
1.607449856733524,0.26683736,0.18695682
1.6246418338108883,0.26792264,0.18771721
1.6418338108882526,0.26899394,0.18846782
1.659025787965616,0.27005288,0.18920974
1.6762177650429804,0.27110115,0.18994421
1.6934097421203438,0.27214012,0.19067214
1.710601719197708,0.27317142,0.19139472
1.7277936962750715,0.27419662,0.19211301
1.7449856733524358,0.27521735,0.19282818
1.7621776504297992,0.27623507,0.19354123
1.7793696275071635,0.27725136,0.19425328
1.796561604584527,0.27826786,0.19496548
1.8137535816618913,0.27928612,0.19567892
1.8309455587392547,0.2803076,0.19639459
1.848137535816619,0.28133392,0.1971137
1.8653295128939833,0.28236663,0.19783725
1.8825214899713467,0.2834074,0.19856644
1.899713467048711,0.28445765,0.1993023
1.9169054441260744,0.285519,0.20004593
1.9340974212034387,0.28659308,0.20079847
1.9512893982808022,0.28768134,0.20156094
1.9684813753581665,0.28878543,0.20233451
1.98567335243553,0.28990686,0.20312023
2.002865329512894,0.29104722,0.2039192
2.0200573065902576,0.29220802,0.20473251
2.037249283667622,0.29339093,0.20556131
2.0544412607449853,0.29459742,0.20640662
2.0716332378223496,0.29582906,0.20726955
2.088825214899714,0.29708743,0.20815122
2.1060171919770774,0.29837415,0.20905274
2.1232091690544417,0.29969075,0.20997521
2.140401146131805,0.30103874,0.21091966
2.1575931232091694,0.30241975,0.21188726
2.174785100286533,0.30383524,0.212879
2.191977077363897,0.3052869,0.2138961
2.2091690544412605,0.30677626,0.2149396
2.226361031518625,0.30830485,0.21601059
2.2435530085959883,0.30987424,0.21711016
2.2607449856733526,0.3114859,0.21823935
2.277936962750716,0.31313974,0.2193981
2.2951289398280803,0.3148345,0.22058553
2.3123209169054446,0.31656906,0.22180082
2.329512893982808,0.31834212,0.2230431
2.3467048710601723,0.32015252,0.22431153
2.3638968481375358,0.3219989,0.22560517
2.3810888252149,0.3238802,0.22692329
2.3982808022922635,0.3257951,0.22826496
2.415472779369628,0.3277424,0.22962931
2.432664756446991,0.32972094,0.23101555
2.4498567335243555,0.33172938,0.23242274
2.467048710601719,0.33376658,0.23385009
2.4842406876790832,0.33583128,0.2352967
2.5014326647564467,0.33792222,0.23676169
2.518624641833811,0.3400383,0.2382443
2.5358166189111753,0.34217817,0.23974358
2.5530085959885387,0.34434065,0.2412587
2.570200573065903,0.34652457,0.24278884
2.5873925501432664,0.3487286,0.24433307
2.6045845272206307,0.3509516,0.2458906
2.621776504297994,0.35319233,0.24746053
2.6389684813753584,0.35544953,0.24904202
2.656160458452722,0.35772198,0.2506342
2.673352435530086,0.3600086,0.25223628
2.6905444126074496,0.36230794,0.2538473
2.707736389684814,0.3646189,0.25546643
2.724928366762178,0.36694023,0.25709286
2.7421203438395416,0.3692707,0.25872567
2.759312320916906,0.37160915,0.2603641
2.7765042979942693,0.37395427,0.26200718
2.7936962750716337,0.3763049,0.2636541
2.810888252148997,0.37865978,0.26530403
2.8280802292263614,0.38101774,0.26695612
2.845272206303725,0.38337743,0.2686094
2.862464183381089,0.38573778,0.27026317
2.8796561604584525,0.3880974,0.27191642
2.896848137535817,0.39045525,0.27356842
2.9140401146131802,0.39280996,0.27521822
2.9312320916905446,0.39516038,0.276865
2.948424068767909,0.3975053,0.27850798
2.9656160458452723,0.3998435,0.2801462
2.9828080229226366,0.40217364,0.28177878
3.0,0.4044946,0.28340495
