x,f_ij,contrib_m
-0.5243553008595989,-0.054743405,-0.023804357
-0.507163323782235,-0.053395603,-0.023218285
-0.4899713467048712,-0.05204817,-0.022632373
-0.47277936962750733,-0.050698794,-0.022045618
-0.455587392550143,-0.049345173,-0.021457016
-0.43839541547277916,-0.047984973,-0.020865554
-0.4212034383954153,-0.0466159,-0.020270232
-0.40401146131805143,-0.045235626,-0.019670041
-0.38681948424068757,-0.043841843,-0.019063976
-0.3696275071633237,-0.04243224,-0.018451031
-0.35243553008595985,-0.0410045,-0.017830199
-0.335243553008596,-0.039556302,-0.017200472
-0.3180515759312321,-0.038085338,-0.016560843
-0.30085959885386826,-0.036589295,-0.015910313
-0.2836676217765044,-0.03506586,-0.015247869
-0.26647564469914053,-0.03351271,-0.014572506
-0.24928366762177667,-0.03192754,-0.013883217
-0.23209169054441237,-0.030308038,-0.0131790005
-0.2148997134670485,-0.028651878,-0.012458844
-0.19770773638968464,-0.026956763,-0.011721749
-0.18051575931232078,-0.025220357,-0.010966698
-0.16332378223495692,-0.023440361,-0.010192693
-0.14613180515759305,-0.021614462,-0.009398729
-0.1289398280802292,-0.019740336,-0.0085837925
-0.11174785100286533,-0.017815687,-0.007746887
-0.09455587392550147,-0.015838176,-0.006886996
-0.0773638968481376,-0.013805509,-0.0060031204
-0.06017191977077374,-0.011715358,-0.0050942497
-0.04297994269340988,-0.009565419,-0.00415938
-0.02578796561604557,-0.0073533747,-0.0031975058
-0.00859598853868171,-0.0050769113,-0.0022076196
0.008595988538682153,-0.0027337763,-0.0011887421
0.025787965616046016,-0.0003232956,-0.00014058029
0.04297994269340988,0.0021536667,0.00093649
0.06017191977077374,0.0046961606,0.0020420558
0.0773638968481376,0.0073032584,0.0031757136
0.09455587392550147,0.009974003,0.004337047
0.11174785100286533,0.0127074625,0.0055256514
0.1289398280802292,0.015502686,0.006741113
0.14613180515759305,0.018358747,0.007983029
0.16332378223495692,0.021274686,0.009250982
0.18051575931232078,0.024249578,0.010544569
0.19770773638968508,0.027282475,0.01186338
0.21489971346704895,0.03037242,0.013206996
0.2320916905444128,0.033518486,0.014575017
0.24928366762177667,0.03671974,0.015967034
0.26647564469914053,0.039975222,0.017382633
0.2836676217765044,0.043284006,0.018821409
0.30085959885386826,0.046645135,0.020282945
0.3180515759312321,0.05005769,0.021766843
0.335243553008596,0.0535207,0.023272684
0.35243553008595985,0.057033245,0.02480006
0.3696275071633237,0.060594376,0.026348565
0.38681948424068757,0.064203136,0.027917782
0.40401146131805143,0.06785861,0.02950731
0.42120343839541574,0.07155985,0.031116737
0.4383954154727796,0.0753059,0.032745656
0.45558739255014347,0.07909584,0.034393653
0.47277936962750733,0.08292872,0.036060322
0.4899713467048712,0.08680357,0.037745245
0.507163323782235,0.0907195,0.039448027
0.5243553008595989,0.09467551,0.041168243
0.5415472779369628,0.09867072,0.0429055
0.5587392550143266,0.10270414,0.044659372
0.5759312320916905,0.10677486,0.046429463
0.5931232091690544,0.110881895,0.04821535
0.6103151862464182,0.11502438,0.050016645
0.6275071633237821,0.11920128,0.051832907
0.6446991404011464,0.123411715,0.053663753
0.6618911174785103,0.12765473,0.055508766
0.6790830945558741,0.13192938,0.057367533
0.696275071633238,0.13623472,0.059239645
0.7134670487106018,0.14056984,0.06112471
0.7306590257879657,0.14493372,0.06302228
0.7478510028653296,0.14932552,0.06493199
0.7650429799426934,0.15374415,0.06685336
0.7822349570200573,0.1581881,0.06878575
0.7994269340974212,0.16265574,0.070728436
0.816618911174785,0.16714542,0.072680704
0.8338108882521489,0.17165542,0.07464181
0.8510028653295132,0.17618407,0.07661103
0.868194842406877,0.18072978,0.07858766
0.8853868194842409,0.18529077,0.08057094
0.9025787965616048,0.18986543,0.08256017
0.9197707736389686,0.19445209,0.084554605
0.9369627507163325,0.19904907,0.08655354
0.9541547277936964,0.20365472,0.08855624
0.9713467048710602,0.20826735,0.09056196
0.9885386819484241,0.21288526,0.09257
1.0057306590257884,0.21750686,0.09457963
1.0229226361031518,0.22213043,0.096590124
1.0401146131805161,0.22675431,0.098600745
1.0573065902578795,0.23137683,0.10061078
1.0744985673352438,0.23599628,0.10261948
1.0916905444126073,0.24061106,0.10462615
1.1088825214899716,0.24521944,0.106630035
1.126074498567335,0.24981982,0.10863044
1.1432664756446993,0.25441048,0.11062662
1.1604584527220627,0.25898978,0.112617865
1.177650429799427,0.263556,0.114603415
1.1948424068767913,0.2681075,0.11658257
1.2120343839541547,0.27264258,0.118554585
1.229226361031519,0.2771597,0.12051878
1.2464183381088825,0.28165704,0.12247439
1.2636103151862468,0.286133,0.12442069
1.2808022922636102,0.29058585,0.12635694
1.2979942693409745,0.295014,0.12828246
1.315186246418338,0.2994158,0.13019651
1.3323782234957022,0.3037894,0.13209832
1.3495702005730656,0.3081333,0.1339872
1.36676217765043,0.31244585,0.13586244
1.3839541547277934,0.3167253,0.1377233
1.4011461318051577,0.32096997,0.13956903
1.418338108882522,0.32517818,0.1413989
1.4355300859598854,0.32934842,0.14321227
1.4527220630372497,0.33347878,0.1450083
1.4699140401146131,0.33756778,0.14678635
1.4871060171919774,0.34161365,0.14854562
1.5042979942693409,0.34561482,0.15028548
1.5214899713467052,0.34957048,0.15200554
1.5386819484240686,0.35348183,0.15370633
1.5558739255014329,0.35735014,0.15538841
1.5730659025787963,0.36117682,0.15705238
1.5902578796561606,0.3649632,0.15869884
1.607449856733524,0.36871067,0.16032836
1.6246418338108883,0.37242052,0.16194154
1.6418338108882526,0.3760941,0.16353895
1.659025787965616,0.37973276,0.16512115
1.6762177650429804,0.38333794,0.16668881
1.6934097421203438,0.3869109,0.16824245
1.710601719197708,0.39045292,0.16978265
1.7277936962750715,0.39396545,0.17131004
1.7449856733524358,0.39744982,0.17282516
1.7621776504297992,0.40090737,0.17432863
1.7793696275071635,0.40433943,0.175821
1.796561604584527,0.40774733,0.17730288
1.8137535816618913,0.41113254,0.1787749
1.8309455587392547,0.41449624,0.18023755
1.848137535816619,0.41783985,0.18169147
1.8653295128939833,0.4211647,0.18313722
1.8825214899713467,0.42447218,0.18457544
1.899713467048711,0.42776367,0.18600668
1.9169054441260744,0.43104035,0.1874315
1.9340974212034387,0.43430382,0.18885057
1.9512893982808022,0.43755516,0.19026437
1.9684813753581665,0.4407959,0.19167356
1.98567335243553,0.44402733,0.1930787
2.002865329512894,0.44725078,0.19448037
2.0200573065902576,0.45046762,0.19587916
2.037249283667622,0.45367923,0.19727568
2.0544412607449853,0.45688683,0.19867046
2.0716332378223496,0.4600919,0.20006414
2.088825214899714,0.4632957,0.20145726
2.1060171919770774,0.46649963,0.20285045
2.1232091690544417,0.46970513,0.20424432
2.140401146131805,0.47291332,0.20563935
2.1575931232091694,0.47612572,0.20703621
2.174785100286533,0.4793436,0.20843545
2.191977077363897,0.48256832,0.20983768
2.2091690544412605,0.48580128,0.21124348
2.226361031518625,0.48904377,0.21265343
2.2435530085959883,0.49229717,0.21406813
2.2607449856733526,0.4955626,0.21548805
2.277936962750716,0.49883807,0.21691233
2.2951289398280803,0.50211954,0.21833923
2.3123209169054446,0.50540274,0.21976689
2.329512893982808,0.5086835,0.22119348
2.3467048710601723,0.51195776,0.22261724
2.3638968481375358,0.5152211,0.22403626
2.3810888252149,0.5184696,0.2254488
2.3982808022922635,0.5216988,0.22685297
2.415472779369628,0.52490467,0.228247
2.432664756446991,0.5280832,0.22962914
2.4498567335243555,0.53122985,0.23099743
2.467048710601719,0.5343407,0.23235011
2.4842406876790832,0.5374115,0.23368542
2.5014326647564467,0.54043794,0.23500142
2.518624641833811,0.543416,0.2362964
2.5358166189111753,0.5463415,0.23756848
2.5530085959885387,0.5492101,0.23881586
2.570200573065903,0.5520178,0.24003676
2.5873925501432664,0.5547602,0.24122925
2.6045845272206307,0.55743337,0.24239163
2.621776504297994,0.560033,0.24352205
2.6389684813753584,0.56255484,0.24461862
2.656160458452722,0.5649948,0.24567962
2.673352435530086,0.5673487,0.24670318
2.6905444126074496,0.5696123,0.24768747
2.707736389684814,0.57178146,0.24863069
2.724928366762178,0.57385194,0.249531
2.7421203438395416,0.5758196,0.25038663
2.759312320916906,0.57768035,0.25119573
2.7765042979942693,0.5794298,0.25195646
2.7936962750716337,0.5810639,0.25266704
2.810888252148997,0.58257854,0.25332564
2.8280802292263614,0.58396935,0.25393042
2.845272206303725,0.58523226,0.25447956
2.862464183381089,0.58636296,0.25497124
2.8796561604584525,0.5873575,0.2554037
2.896848137535817,0.58821154,0.25577506
2.9140401146131802,0.58892083,0.2560835
2.9312320916905446,0.5894814,0.25632724
2.948424068767909,0.58988893,0.25650445
2.9656160458452723,0.5901393,0.25661334
2.9828080229226366,0.59022814,0.25665194
3.0,0.59015155,0.25661865
